request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_131,1172.44,not_affordable,not_recommended,none,2025-06-23,none,"Regarding “Is it safe to cover the full course fee by the deadline? I need to decide by 8 July 2025.”: do not proceed with the USD 1855.20 request. Although USD 1172.44 is available today, the full amount cannot be completed safely within 90 days. Using payday moved to 2025-05-23."
request_132,312.22,affordable_later,wait,2026-01-15:379.86,2026-01-15,none,Regarding “I want to send USD 379.86 to my family.”: pay USD 379.86 in full on 2026-01-15. Paying earlier would take the balance below the USD 1100 minimum. Using confirmed pay USD 1193.4.
request_133,0,not_affordable,not_recommended,none,,none,"Regarding “Is the laptop affordable right now, or should I wait? I've found a laptop for IDR 15,770,000.”: do not make this payment by 2024-03-29. None of the available options keeps the IDR 9986200 minimum protected. Using no further salary projected."
request_134,4279039.96,affordable_later,wait,2025-10-15:21831000,2025-10-15,none,"Regarding “The laptop I'm looking at is IDR 21,831,000.”: pay IDR 21831000 in full on 2025-10-15. Paying earlier would take the balance below the IDR 15902500 minimum."
request_135,283.38,affordable_with_plan,full_payment,2026-07-06:304.80,2026-07-15,stop:event_12413,"Regarding “Is the deposit affordable now, or do I need more time? I need to decide by 14 July 2026.”: Apply stop Video streaming plan, then pay USD 304.80 today. This leaves at least USD 500 available over the next 90 days. Using confirmed pay USD 828 from 2026-07-15."
request_136,560.40,affordable_now,full_payment,2024-06-03:560.40,2024-06-03,none,Regarding “The course I want to take is USD 560.40.”: pay USD 560.40 today. This leaves at least USD 1100 available over the next 90 days.
request_137,29825.64,affordable_later,wait,2026-01-15:80100,2026-01-15,none,"Regarding “Can I make this purchase without dipping into the balance I want to keep? The laptop comes to INR 80,100.”: pay INR 80100 in full on 2026-01-15. Paying earlier would take the balance below the INR 71800 minimum. Using rent +12%."
request_138,975.66,affordable_with_plan,partial_payment,2026-04-07:975.66|2026-04-15:281.28,2026-04-15,none,"Regarding “I've been quoted EUR 1,256.94 for the laptop.”: pay EUR 975.66 today and the remaining EUR 281.28 later. This completes the full request and keeps the EUR 2300 minimum protected. Using unconfirmed credits ignored."
request_139,1325.74,affordable_with_plan,installments,2024-09-07:802.88|2024-10-08:802.88|2024-11-08:802.88,2024-10-15,none,"Regarding “Can I cover this deposit without putting rent and regular bills at risk? I need to decide by 17 November 2024.”: use 3 installments of USD 802.88, starting 2024-09-07. This leaves at least USD 1500 available."
request_140,1220.30,not_affordable,not_recommended,none,,none,"Regarding “I need to cover an urgent repair of ZAR 62,832.”: do not proceed with the ZAR 62832 request. Although ZAR 1220.30 is available today, the full amount cannot be completed safely within 90 days. Using confirmed pay ZAR 31900 from 2025-02-15; unconfirmed credits ignored."
request_141,25689.26,not_affordable,not_recommended,none,,none,"Regarding “How much can I safely pay toward the membership now? I've been offered the annual membership for INR 171,600.”: do not proceed with the INR 171600 request. Although INR 25689.26 is available today, the full amount cannot be completed safely within 90 days."
request_142,1263.60,affordable_now,full_payment,2024-12-05:1263.60,2024-12-05,none,"Regarding “The amount I would like to invest is USD 1,263.60.”: pay USD 1263.60 today. This leaves at least USD 1700 available over the next 90 days. Using confirmed invoice USD 2040 on 2024-12-15."
request_143,2503.64,affordable_later,wait,2025-07-15:12584,2025-07-15,none,Regarding “Can I cover the full repair now and still manage my essential expenses? I need to decide by 15 July 2025.”: pay ZAR 12584 in full on 2025-07-15. Paying earlier would take the balance below the ZAR 11300 minimum. Using unconfirmed credits ignored.
request_144,233.34,affordable_now,full_payment,2026-07-04:233.34,2026-07-04,none,Regarding “I'm thinking of investing USD 233.34.”: pay USD 233.34 today. This leaves at least USD 600 available over the next 90 days. Using confirmed pay USD 864 from 2026-07-15; unconfirmed credits ignored.
request_145,39460.40,affordable_with_plan,installments,2024-03-20:75365.33|2024-04-20:75365.33|2024-05-21:75365.33,2024-05-15,none,"Regarding “Would it be safer to book the trip now or wait until more money comes in? The total trip cost is INR 217,400.”: use 3 installments of INR 75365.33, starting 2024-03-20. This leaves at least INR 155400 available. Using confirmed pay INR 258000."
request_146,15544.26,not_affordable,not_recommended,none,,none,"Regarding “I've been asked to pay INR 449,400 as the rental deposit.”: do not proceed with the INR 449400 request. Although INR 15544.26 is available today, the full amount cannot be completed safely within 90 days."
request_147,539.90,affordable_with_plan,installments,2026-04-08:391.63|2026-05-08:391.63|2026-06-07:391.63,2026-05-15,none,"Regarding “Can I afford the full trip without putting upcoming bills at risk? I need to decide by 7 June 2026.”: use 3 installments of EUR 391.63, starting 2026-04-08. This leaves at least EUR 900 available. Using confirmed pay EUR 1529 from 2026-04-15; childcare payment."
request_148,7090.64,affordable_with_plan,installments,2024-06-14:7710.56|2024-07-15:7710.56|2024-08-15:7710.56,2024-07-15,stop:event_13593,"Regarding “The laptop I'm looking at is ZAR 22,242.”: use 3 installments of ZAR 7710.56, starting 2024-06-14. This leaves at least ZAR 20000 available."
request_149,24591.60,affordable_with_plan,installments,2025-11-18:12706.03|2025-12-16:12706.03|2026-01-13:12706.03,2025-12-15,none,"Regarding “How much can I safely put toward the booking today? The current quote for the trip is ZAR 36,652.”: use 3 installments of ZAR 12706.03, starting 2025-11-18. This leaves at least ZAR 42100 available."
request_150,326.28,affordable_with_plan,installments,2026-01-06:171.98|2026-02-05:171.98|2026-03-07:171.98,2026-01-15,none,"Regarding “The course I want to take is EUR 496.10.”: use 3 installments of EUR 171.98, starting 2026-01-06. This leaves at least EUR 700 available. Using confirmed pay EUR 893.75."
request_151,26999000,affordable_now,full_payment,2024-09-03:26999000,2024-09-03,none,Regarding “Can I pay the rental deposit by the requested date? I need to decide by 14 September 2024.”: pay IDR 26999000 today. This leaves at least IDR 31633600 available over the next 90 days. Using confirmed pay IDR 46170000 from 2024-09-15.
request_152,10929.80,affordable_with_plan,installments,2025-02-12:4812.43|2025-03-12:4812.43|2025-04-09:4812.43,2025-04-15,stop:event_13957|stop:event_13958,"Regarding “I've received a repair quote for ZAR 13,882.”: use 3 installments of ZAR 4812.43, starting 2025-02-12. This leaves at least ZAR 11900 available."
request_153,156.74,not_affordable,not_recommended,none,,none,"Regarding “Is the laptop affordable right now, or should I wait? The laptop costs USD 2,830.80.”: do not proceed with the USD 2830.80 request. Although USD 156.74 is available today, the full amount cannot be completed safely within 90 days."
request_154,0,not_affordable,not_recommended,none,,none,"Regarding “I've found a travel option for EUR 1,625.80.”: do not make this payment by 2025-02-14. None of the available options keeps the EUR 1300 minimum protected. Using no further salary projected."
request_155,112500,affordable_now,full_payment,2025-05-06:112500,2025-05-06,none,Regarding “How much of the laptop price can I safely cover today? I need to decide by 20 May 2025.”: pay INR 112500 today. This leaves at least INR 56300 available over the next 90 days. Using confirmed pay INR 84000 from 2025-05-15; childcare payment.
request_156,11220.74,affordable_later,wait,2026-06-15:43076,2026-06-15,none,"Regarding “I need ZAR 43,076 for the course fee.”: pay ZAR 43076 in full on 2026-06-15. Paying earlier would take the balance below the ZAR 26900 minimum."
request_157,4587643.68,affordable_later,wait,2024-05-15:23503000,2024-05-15,none,"Regarding “Can I make the full investment and still keep enough cash available? I'm considering setting aside IDR 23,503,000 for an investment.”: pay IDR 23503000 in full on 2024-05-15. Paying earlier would take the balance below the IDR 15714100 minimum. Using confirmed pay IDR 23940000."
request_158,242600,affordable_with_plan,installments,2025-08-07:84101.33|2025-09-04:84101.33|2025-10-02:84101.33,2025-08-07,none,"Regarding “The urgent repair will cost INR 242,600.”: use 3 installments of INR 84101.33, starting 2025-08-07. This leaves at least INR 131400 available."
request_159,0,not_affordable,not_recommended,none,,none,Regarding “Would investing this amount leave my upcoming bills covered? I need to decide by 20 March 2026.”: do not make this payment by 2026-03-20. None of the available options keeps the ZAR 8700 minimum protected. Using unconfirmed credits ignored.
request_160,574.46,affordable_with_plan,installments,2024-06-13:432.05|2024-07-14:432.05|2024-08-14:432.05,2024-07-15,none,"Regarding “I can book the family trip for EUR 1,246.30.”: use 3 installments of EUR 432.05, starting 2024-06-13. This leaves at least EUR 1200 available. Using confirmed pay EUR 1672 from 2024-06-15."
request_161,6583356.50,affordable_later,wait,2026-01-15:21204000,2026-01-15,none,"Regarding “Is the full extra repayment safe, or should I pay a smaller amount? I'm planning an extra loan payment of IDR 21,204,000.”: pay IDR 21204000 in full on 2026-01-15. Paying earlier would take the balance below the IDR 23010400 minimum. Using confirmed pay IDR 26790000 from 2025-11-15."
request_162,1179184.54,not_affordable,not_recommended,none,,none,"Regarding “I've been offered the annual membership for IDR 83,923,000.”: do not proceed with the IDR 83923000 request. Although IDR 1179184.54 is available today, the full amount cannot be completed safely within 90 days. Using confirmed pay IDR 29070000 from 2026-07-15."
request_163,8918333,affordable_with_plan,installments,2024-09-10:6692053.33|2024-10-11:6692053.33|2024-11-11:6692053.33,2024-10-15,none,"Regarding “Can I take the membership and still keep my minimum balance intact? I need to decide by 15 November 2024.”: use 3 installments of IDR 6692053.33, starting 2024-09-10. This leaves at least IDR 26728700 available. Using confirmed pay IDR 30400000."
request_164,27018000,affordable_with_plan,installments,2025-02-11:9366240|2025-03-11:9366240|2025-04-08:9366240,2025-02-04,none,"Regarding “The membership fee is IDR 27,018,000 for the year.”: use 3 installments of IDR 9366240, starting 2025-02-11. This leaves at least IDR 29550500 available. Using confirmed pay IDR 44270000; unconfirmed credits ignored."
request_165,70062.40,affordable_with_plan,full_payment,2026-04-06:80600,,stop:event_15135|stop:event_15134,"Regarding “Would it be safer to book the trip now or wait until more money comes in? I'm planning a family trip that costs INR 80,600.”: Apply stop Video streaming plan; stop Cloud storage plan, then pay INR 80600 today. This leaves at least INR 95000 available over the next 90 days. Using no further salary projected."
request_166,2907.60,affordable_with_plan,installments,2024-12-03:1007.97|2025-01-03:1007.97|2025-02-03:1007.97,2024-12-03,none,"Regarding “I'm considering a yearly membership for USD 2,907.60.”: use 3 installments of USD 1007.97, starting 2024-12-03. This leaves at least USD 1700 available. Using confirmed invoice USD 2340 on 2024-12-15."
request_167,43802,affordable_now,full_payment,2025-05-05:43802,2025-05-05,none,Regarding “How much of the rental deposit can I safely pay today? I need to decide by 31 May 2025.”: pay ZAR 43802 today. This leaves at least ZAR 31200 available over the next 90 days. Using payday moved to 2025-05-23.
request_168,37636.86,affordable_with_plan,partial_payment,2026-01-07:37636.86|2026-01-15:11743.14,2026-01-15,none,"Regarding “The rental deposit is INR 49,380.”: pay INR 37636.86 today and the remaining INR 11743.14 later. This completes the full request and keeps the INR 114400 minimum protected. Using confirmed pay INR 137150."
request_169,41976,affordable_now,full_payment,2024-03-04:41976,2024-03-04,none,"Regarding “Would paying the course fee now leave enough for my regular commitments? I'm considering a professional course priced at ZAR 41,976.”: pay ZAR 41976 today. This leaves at least ZAR 18700 available over the next 90 days. Using unconfirmed credits ignored."
request_170,30153327.04,affordable_with_plan,installments,2025-08-06:12804480|2025-09-03:12804480|2025-10-01:12804480,2025-08-15,none,"Regarding “The annual membership costs IDR 36,936,000.”: use 3 installments of IDR 12804480, starting 2025-08-06. This leaves at least IDR 24715800 available. Using unconfirmed credits ignored."
request_171,34.10,not_affordable,not_recommended,none,,none,"Regarding “Is it safer to invest now, invest a smaller amount, or wait? I need to decide by 10 September 2026.”: do not proceed with the EUR 1878.80 request. Although EUR 34.10 is available today, the full amount cannot be completed safely within 90 days. Using internal transfers ignored."
request_172,9728.92,affordable_with_plan,partial_payment,2024-06-05:9728.92|2024-06-15:471.08,2024-06-15,none,"Regarding “I've been quoted ZAR 10,200 for the course.”: pay ZAR 9728.92 today and the remaining ZAR 471.08 later. This completes the full request and keeps the ZAR 27200 minimum protected."
request_173,0,not_affordable,not_recommended,none,,none,"Regarding “Can I complete this family transfer and still keep my minimum balance? I've been asked to transfer INR 113,000 to my family.”: do not make this payment by 2026-01-17. None of the available options keeps the INR 79100 minimum protected. Using confirmed pay INR 1284 from 2025-11-15."
request_174,1146.20,affordable_with_plan,installments,2026-04-04:397.35|2026-05-04:397.35|2026-06-03:397.35,2026-04-04,none,"Regarding “I want to put EUR 1,146.20 into an investment.”: use 3 installments of EUR 397.35, starting 2026-04-04. This leaves at least EUR 700 available."
request_175,2346.30,affordable_now,full_payment,2024-09-06:2346.30,2024-09-06,none,"Regarding “Should I pay for the repair in full, split the payment, or wait? I need to decide by 1 October 2024.”: pay EUR 2346.30 today. This leaves at least EUR 1700 available over the next 90 days. Using confirmed pay EUR 1924.56."
request_176,111.68,not_affordable,not_recommended,none,,none,"Regarding “The family trip will cost EUR 1,239.70.”: do not proceed with the EUR 1239.70 request. Although EUR 111.68 is available today, the full amount cannot be completed safely within 90 days. Using confirmed pay EUR 847; unconfirmed credits ignored."
request_177,1017.60,affordable_now,full_payment,2026-01-05:1017.60,2026-01-05,none,"Regarding “What is the most I can put toward this repair right now? I have an unexpected repair bill of USD 1,017.60.”: pay USD 1017.60 today. This leaves at least USD 1300 available over the next 90 days. Using confirmed pay USD 1731.6."
request_178,2938.10,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,"Regarding “I'm considering setting aside EUR 2,938.10 for an investment.”: use 3 installments of EUR 1018.54, starting 2024-12-07. This leaves at least EUR 1400 available. Using confirmed invoice EUR 2376 on 2024-12-15."
request_179,6530959.46,affordable_later,wait,2025-07-15:41648000,2025-07-15,none,Regarding “Would paying this much toward the loan leave enough for the rest of the month? I need to decide by 15 July 2025.”: pay IDR 41648000 in full on 2025-07-15. Paying earlier would take the balance below the IDR 41430800 minimum.
request_180,66500,affordable_now,full_payment,2026-07-06:66500,2026-07-06,none,"Regarding “The extra repayment I'm considering is INR 66,500.”: pay INR 66500 today. This leaves at least INR 37300 available over the next 90 days. Using confirmed pay INR 59000 from 2026-07-15; unconfirmed credits ignored."
request_181,437.24,not_affordable,not_recommended,none,,none,"Regarding “Is it safer to invest now, invest a smaller amount, or wait? I want to put USD 5,059.20 into an investment.”: do not proceed with the USD 5059.20 request. Although USD 437.24 is available today, the full amount cannot be completed safely within 90 days."
request_182,65714,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,"Regarding “I'm planning an extra loan payment of ZAR 65,714.”: pay ZAR 65714 today. This leaves at least ZAR 31100 available over the next 90 days. Using unconfirmed credits ignored."
request_183,23830700.26,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-04-15,none,"Regarding “Can I cover the full repair now and still manage my essential expenses? I need to decide by 18 June 2026.”: use 3 installments of IDR 9313546.67, starting 2026-04-10. This leaves at least IDR 11878300 available."
request_184,9465.28,not_affordable,not_recommended,none,,none,"Regarding “The additional loan payment would be INR 251,900.”: do not proceed with the INR 251900 request. Although INR 9465.28 is available today, the full amount cannot be completed safely within 90 days. Using unconfirmed credits ignored."
request_185,377.66,affordable_later,wait,2026-01-15:1257.30,2026-01-15,none,"Regarding “Would it be safer to book the trip now or wait until more money comes in? The booking comes to EUR 1,257.30.”: pay EUR 1257.30 in full on 2026-01-15. Paying earlier would take the balance below the EUR 1300 minimum. Using rent +12%."
request_186,6731.02,affordable_later,wait,2026-02-15:26554,2026-02-15,none,"Regarding “I'm thinking of investing ZAR 26,554.”: pay ZAR 26554 in full on 2026-02-15. Paying earlier would take the balance below the ZAR 22000 minimum. Using confirmed pay ZAR 31889."
request_187,37718.14,affordable_later,wait,2024-11-15:187500,2024-11-15,none,Regarding “Would committing to the membership leave enough for my upcoming bills? I need to decide by 15 November 2024.”: pay INR 187500 in full on 2024-11-15. Paying earlier would take the balance below the INR 128300 minimum. Using confirmed pay INR 145000 from 2024-09-15.
request_188,102.82,not_affordable,not_recommended,none,,none,"Regarding “I want to send EUR 2,464 to my family.”: do not proceed with the EUR 2464 request. Although EUR 102.82 is available today, the full amount cannot be completed safely within 90 days."
request_189,488.40,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,Regarding “Would paying this much toward the loan leave enough for the rest of the month? I'm planning an extra loan payment of EUR 488.40.”: pay EUR 488.40 today. This leaves at least EUR 400 available over the next 90 days. Using confirmed pay EUR 627 from 2026-07-15.
request_190,532.68,affordable_later,wait,2025-02-15:2557.50,2025-02-15,none,"Regarding “The laptop I'm looking at is EUR 2,557.50.”: pay EUR 2557.50 in full on 2025-02-15. Paying earlier would take the balance below the EUR 1600 minimum."
request_191,664.40,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,"Regarding “Is it safer to invest now, invest a smaller amount, or wait? I need to decide by 17 July 2025.”: pay EUR 664.40 today. This leaves at least EUR 500 available over the next 90 days. Using unconfirmed credits ignored."
request_192,160.76,not_affordable,not_recommended,none,,none,"Regarding “The course I want to take is USD 2,046.”: do not proceed with the USD 2046 request. Although USD 160.76 is available today, the full amount cannot be completed safely within 90 days."
request_193,28.34,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-04-15,none,"Regarding “Can I take the membership and still keep my minimum balance intact? The annual plan comes to EUR 1,212.20.”: use 3 installments of EUR 420.23, starting 2024-03-21. This leaves at least EUR 1000 available. Using confirmed pay EUR 1750.32."
request_194,38548.70,affordable_later,wait,2025-10-23:132800,2025-10-23,none,"Regarding “The move requires a INR 132,800 deposit.”: pay INR 132800 in full on 2025-10-23. Paying earlier would take the balance below the INR 113600 minimum. Using payday moved to 2025-08-23."
request_195,1030.72,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-01-15,none,"Regarding “How much of the laptop price can I safely cover today? I need to decide by 11 March 2026.”: use 3 installments of EUR 405.74, starting 2026-01-09. This leaves at least EUR 700 available. Using confirmed pay EUR 1222.65."
request_196,762.30,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,Regarding “I've found a laptop for EUR 762.30.”: pay EUR 762.30 today. This leaves at least EUR 500 available over the next 90 days.
request_197,50939000,affordable_with_plan,installments,2025-11-19:17658853.33|2025-12-17:17658853.33|2026-01-14:17658853.33,2025-11-05,none,"Regarding “Can I make the full transfer without falling short on my own bills? The transfer I have in mind is IDR 50,939,000.”: use 3 installments of IDR 17658853.33, starting 2025-11-19. This leaves at least IDR 26245900 available. Using confirmed pay IDR 38190000 from 2025-11-15."
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"Regarding “I need INR 185,800 for the course fee.”: pay INR 185800 today. This leaves at least INR 124300 available over the next 90 days. Using unconfirmed credits ignored."
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Regarding “Can I cover this deposit without putting rent and regular bills at risk? I need to decide by 10 November 2024.”: use 3 installments of IDR 8206986.67, starting 2024-09-07. This leaves at least IDR 25359500 available. Using unconfirmed credits ignored."
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"Regarding “The laptop comes to IDR 21,717,000.”: pay IDR 21717000 today. This leaves at least IDR 20114600 available over the next 90 days. Using unconfirmed credits ignored."
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,"Regarding “Is the full extra repayment safe, or should I pay a smaller amount? The extra repayment I'm considering is IDR 23,997,000.”: pay IDR 23997000 today. This leaves at least IDR 17304500 available over the next 90 days. Using no further salary projected."
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"Regarding “I want to send INR 123,900 to my family.”: pay INR 123900 today. This leaves at least INR 147800 available over the next 90 days."
request_203,1442.10,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Regarding “Can I cover the full repair now and still manage my essential expenses? I need to decide by 8 July 2025.”: use 3 installments of EUR 499.93, starting 2025-05-10. This leaves at least EUR 1400 available."
request_204,560.22,affordable_later,wait,2026-01-15:588.74,2026-01-15,none,Regarding “I need to pay a EUR 588.74 rental deposit.”: pay EUR 588.74 in full on 2026-01-15. Paying earlier would take the balance below the EUR 1300 minimum. Using confirmed pay EUR 2024 from 2026-01-15; unconfirmed credits ignored.
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"Regarding “Can I clear this additional amount without putting upcoming bills at risk? The additional loan payment would be IDR 10,621,000.”: pay IDR 10621000 today. This leaves at least IDR 13994300 available over the next 90 days."
request_206,1404.70,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Regarding “I need to make a family transfer of EUR 1,404.70.”: use 3 installments of EUR 486.96, starting 2025-08-03. This leaves at least EUR 900 available."
request_207,4205.60,affordable_later,wait,2026-07-15:11830,2026-07-15,none,Regarding “Can I make the full transfer without falling short on my own bills? I need to decide by 24 July 2026.”: pay ZAR 11830 in full on 2026-07-15. Paying earlier would take the balance below the ZAR 13600 minimum.
request_208,3725142.20,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,"Regarding “The total trip cost is IDR 4,413,000.”: pay IDR 4413000 in full on 2024-06-15. Paying earlier would take the balance below the IDR 10470700 minimum."
request_209,1620.22,not_affordable,not_recommended,none,,none,"Regarding “How much can I safely put toward the booking today? I can book the family trip for ZAR 56,914.”: do not proceed with the ZAR 56914 request. Although ZAR 1620.22 is available today, the full amount cannot be completed safely within 90 days."
request_210,1129.56,affordable_with_plan,partial_payment,2026-04-06:1129.56|2026-04-15:230.46,2026-04-15,none,"Regarding “I need to cover an urgent repair of USD 1,360.02.”: pay USD 1129.56 today and the remaining USD 230.46 later. This completes the full request and keeps the USD 2000 minimum protected."
request_211,287.50,affordable_later,wait,2024-11-15:1788.60,2024-11-15,none,Regarding “How much can I safely pay toward the membership now? I need to decide by 15 November 2024.”: pay EUR 1788.60 in full on 2024-11-15. Paying earlier would take the balance below the EUR 1500 minimum.
request_212,5279258.14,not_affordable,not_recommended,none,,none,"Regarding “The annual membership costs IDR 71,934,000.”: do not proceed with the IDR 71934000 request. Although IDR 5279258.14 is available today, the full amount cannot be completed safely within 90 days. Using payday moved to 2025-02-23."
request_213,3362.40,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Regarding “Can I complete this family transfer and still keep my minimum balance? I need to make a family transfer of USD 3,362.40.”: use 3 installments of USD 1165.63, starting 2026-01-21. This leaves at least USD 2100 available. Using seasonal/assignment pay still projected after this contract."
request_214,61091.84,affordable_with_plan,partial_payment,2024-12-04:61091.84|2024-12-15:8658.16,2024-12-15,none,"Regarding “The annual plan comes to INR 69,750.”: pay INR 61091.84 today and the remaining INR 8658.16 later. This completes the full request and keeps the INR 174900 minimum protected. Using unconfirmed credits ignored."
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,reduce_to:event_19802:271.70,"Regarding “How much can I invest now without affecting essential payments? I need to decide by 10 July 2025.”: use 3 installments of ZAR 10395.15, starting 2025-05-09. This leaves at least ZAR 15700 available. Using unconfirmed credits ignored."
request_216,467.58,affordable_later,wait,2026-09-15:3332.40,2026-09-15,none,"Regarding “I can book the family trip for USD 3,332.40.”: pay USD 3332.40 in full on 2026-09-15. Paying earlier would take the balance below the USD 1800 minimum. Using confirmed pay USD 2424 from 2026-07-15."
request_217,20592.78,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-15,none,"Regarding “Can I afford the full trip without putting upcoming bills at risk? I've found a travel option for ZAR 37,180.”: use 3 installments of ZAR 12889.07, starting 2024-03-19. This leaves at least ZAR 26800 available."
request_218,24409977.20,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Regarding “The laptop I'm looking at is IDR 61,142,000.”: use 3 installments of IDR 21195893.33, starting 2025-08-07. This leaves at least IDR 34477200 available."
request_219,779.74,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-05-15,none,"Regarding “Would paying the course fee now leave enough for my regular commitments? I need to decide by 13 June 2026.”: use 3 installments of EUR 580.01, starting 2026-04-07. This leaves at least EUR 1100 available. Using confirmed pay EUR 1914 from 2026-04-15; childcare."
request_220,72.82,not_affordable,not_recommended,none,,none,"Regarding “I'm considering setting aside EUR 3,118.50 for an investment.”: do not proceed with the EUR 3118.50 request. Although EUR 72.82 is available today, the full amount cannot be completed safely within 90 days. Using confirmed pay EUR 1346.4."
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Regarding “Can I pay the rental deposit by the requested date? I need INR 109,800 for the rental deposit.”: pay INR 109800 today. This leaves at least INR 81500 available over the next 90 days. Using unconfirmed credits ignored."
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Regarding “The professional course costs ZAR 34,078.”: pay ZAR 34078 today. This leaves at least ZAR 27300 available over the next 90 days. Using confirmed invoice ZAR 35200 on 2026-01-15."
request_223,898.70,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,"Regarding “Is the laptop affordable right now, or should I wait? I need to decide by 20 October 2024.”: pay EUR 898.70 today. This leaves at least EUR 800 available over the next 90 days."
request_224,9914297.88,affordable_with_plan,partial_payment,2025-02-04:9914297.88|2025-02-15:412702.12,2025-02-15,none,"Regarding “I've found a travel option for IDR 10,327,000.”: pay IDR 9914297.88 today and the remaining IDR 412702.12 later. This completes the full request and keeps the IDR 22187600 minimum protected."
request_225,10849121.52,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-08-15,none,"Regarding “Should I pay for the repair in full, split the payment, or wait? The repair I need is priced at IDR 22,059,000.”: use 3 installments of IDR 7647120, starting 2026-07-20. This leaves at least IDR 17670700 available. Using rent +12%."
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"Regarding “The annual membership costs INR 157,000.”: pay INR 157000 today. This leaves at least INR 209400 available over the next 90 days. Using confirmed pay INR 260000."
request_227,6915.68,not_affordable,not_recommended,none,,none,"Regarding “Can I make the extra loan payment now without affecting essential expenses? I need to decide by 20 June 2025.”: do not proceed with the INR 259700 request. Although INR 6915.68 is available today, the full amount cannot be completed safely within 90 days. Using unconfirmed credits ignored."
request_228,1370546.12,not_affordable,not_recommended,none,,none,"Regarding “I'm thinking of investing IDR 63,327,000.”: do not proceed with the IDR 63327000 request. Although IDR 1370546.12 is available today, the full amount cannot be completed safely within 90 days. Using confirmed pay IDR 30400000 from 2026-04-15; unconfirmed credits ignored."
request_229,431.30,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,none,"Regarding “How much can I safely put toward the booking today? The total trip cost is EUR 1,526.80.”: use 3 installments of EUR 529.29, starting 2024-03-18. This leaves at least EUR 1000 available."
request_230,0,not_affordable,not_recommended,none,,none,"Regarding “I have EUR 3,537.60 in mind as an extra loan payment.”: do not make this payment by 2025-10-04. None of the available options keeps the EUR 2000 minimum protected. Using confirmed pay EUR 2827; no further salary projected."
request_231,33296.22,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-15,none,"Regarding “Would paying for the laptop today leave enough for my regular expenses? I need to decide by 17 March 2026.”: use 3 installments of ZAR 12378.08, starting 2026-01-06. This leaves at least ZAR 24300 available."
request_232,638.90,affordable_later,wait,2024-08-15:1970.10,2024-08-15,none,"Regarding “The family trip will cost EUR 1,970.10.”: pay EUR 1970.10 in full on 2024-08-15. Paying earlier would take the balance below the EUR 2400 minimum. Using confirmed pay EUR 2772 from 2024-06-15; unconfirmed credits ignored."
